Identifiant;EXPO;ft_23_categ;ft_4_categ;ft_5_categ;ft_6_categ;ft_19_categ;ft_21_categ;ft_24_categ;age_batiment;superficief_petit;superficief_moyen;superficief_trés-grand;superficief_Géant;ft_18_categ_V;ft_18_categ_base;ft_18_categ_eff;ft_18_categ_effpi;ft_18_categ_pi
18257;1.0;0.0;1;1;0;2;3;5;63.0;0;1;0;0;0;1;0;0;0
18232;0.99726776;0.3;0;1;0;2;3;6;56.0;0;0;1;0;0;0;0;1;0
16996;1.0;0.3;1;1;0;2;2;3;20.0;0;0;1;0;0;1;0;0;0
8463;1.0;0.0;0;0;1;2;4;0;47.87981527371062;1;0;0;0;0;1;0;0;0
3661;1.0;0.0;0;1;0;2;1;2;19.0;0;0;1;0;0;1;0;0;0
2821;0.832876712;0.0;0;1;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
13289;1.0;0.0;0;0;1;2;2;0;33.0;0;0;1;0;0;1;0;0;0
11130;1.0;0.0;0;0;1;2;2;0;34.0;0;0;0;1;0;1;0;0;0
9212;0.99726776;0.0;1;1;1;2;2;0;56.0;0;0;1;0;0;1;0;0;0
1846;1.0;0.0;0;1;1;2;3;0;52.0;0;1;0;0;0;1;0;0;0
6242;1.0;0.6;0;1;0;2;1;3;32.0;1;0;0;0;0;0;0;0;1
742;0.99726776;0.0;0;1;0;2;2;2;31.0;0;0;1;0;0;1;0;0;0
4593;1.0;0.0;0;1;1;2;1;0;33.0;1;0;0;0;0;1;0;0;0
9785;1.0;0.0;0;1;0;2;2;4;55.0;0;0;0;1;0;0;0;1;0
9547;1.0;0.0;0;1;0;2;2;3;43.0;1;0;0;0;0;1;0;0;0
10115;1.0;0.0;0;1;1;2;2;0;47.87981527371062;0;0;0;1;0;1;0;0;0
2327;1.0;0.0;0;1;0;2;1;7;33.0;0;0;0;1;0;0;0;0;1
9194;1.0;0.0;1;0;1;2;2;0;47.87981527371062;0;0;1;0;0;1;0;0;0
10553;1.0;0.0;0;1;1;2;2;0;52.0;0;1;0;0;0;1;0;0;0
16128;1.0;0.0;1;1;0;2;3;7;83.0;0;0;0;1;0;0;0;0;1
9203;0.08493150699999999;0.0;1;1;0;2;3;6;53.0;1;0;0;0;0;0;0;0;1
10675;1.0;0.0;0;1;1;2;1;0;26.0;0;1;0;0;0;1;0;0;0
13928;0.16164383599999999;0.0;0;0;1;2;2;0;53.0;0;0;1;0;0;1;0;0;0
14245;0.330601093;0.0;0;0;1;2;1;0;32.0;1;0;0;0;0;1;0;0;0
7379;1.0;0.0;0;1;1;2;2;0;35.0;1;0;0;0;0;1;0;0;0
13170;1.0;0.0;0;0;1;2;1;0;35.0;0;0;1;0;0;1;0;0;0
9619;1.0;0.3;0;1;0;1;1;5;37.0;0;0;1;0;0;0;0;1;0
6700;1.0;0.0;1;0;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
13437;1.0;0.0;0;0;1;2;3;0;46.87981527371062;0;0;1;0;0;1;0;0;0
19142;0.9643835620000001;0.6;1;1;0;1;3;5;23.0;0;0;1;0;0;1;0;0;0
10537;1.0;0.0;0;1;0;2;2;4;35.0;0;0;1;0;0;1;0;0;0
8764;1.0;0.0;0;1;0;2;4;2;116.0;1;0;0;0;0;1;0;0;0
449;1.0;0.0;0;1;1;2;1;0;24.0;0;0;1;0;0;1;0;0;0
9378;1.0;0.0;0;1;0;2;2;2;11.0;1;0;0;0;0;1;0;0;0
241;1.0;0.0;0;1;1;2;2;0;34.0;0;0;1;0;0;1;0;0;0
13509;1.0;0.0;0;1;0;2;2;5;60.0;0;0;0;1;0;1;0;0;0
17081;1.0;0.0;0;1;0;2;1;2;2.0;0;0;1;0;0;0;0;0;1
16159;0.328767123;0.0;1;1;0;2;3;4;24.0;0;0;0;1;0;0;0;1;0
9605;1.0;0.0;0;1;1;2;2;0;54.0;0;0;1;0;0;1;0;0;0
61;1.0;0.0;0;1;0;1;1;4;115.0;1;0;0;0;0;1;0;0;0
12141;1.0;0.0;0;0;1;2;1;0;32.0;0;0;1;0;0;1;0;0;0
15813;1.0;0.3;0;1;0;2;3;4;52.0;0;0;0;1;0;1;0;0;0
8514;1.0;0.0;0;0;1;2;4;0;47.87981527371062;0;0;1;0;0;1;0;0;0
16822;0.0;0.0;1;1;0;2;4;8;33.0;0;0;0;1;0;1;0;0;0
6152;1.0;0.0;0;1;1;2;1;0;32.0;1;0;0;0;0;1;0;0;0
10121;1.0;0.0;0;1;1;2;2;0;47.87981527371062;1;0;0;0;0;1;0;0;0
11325;1.0;0.0;1;0;1;2;4;0;52.0;0;0;0;1;0;1;0;0;0
3626;0.6575342470000001;0.0;0;1;1;2;2;0;54.0;1;0;0;0;0;1;0;0;0
10064;1.0;0.0;0;1;0;2;4;9;39.0;0;0;0;1;1;0;0;0;0
10733;0.8712328770000001;0.0;0;1;1;2;3;0;55.0;1;0;0;0;0;1;0;0;0
19600;1.0;0.6;0;1;0;2;2;6;9.0;0;0;0;1;0;1;0;0;0
708;1.0;0.0;1;1;1;2;4;0;47.87981527371062;0;1;0;0;0;1;0;0;0
2547;0.0;0.0;1;1;1;2;4;0;48.87981527371062;1;0;0;0;0;1;0;0;0
6085;0.99726776;0.0;0;0;1;2;4;0;36.0;1;0;0;0;0;1;0;0;0
1500;1.0;0.0;0;1;0;2;2;9;43.0;0;0;0;1;0;0;0;1;0
3143;1.0;0.3;0;1;0;1;1;3;48.0;0;1;0;0;0;0;0;0;1
1645;1.0;0.3;0;1;0;2;2;5;42.0;0;0;0;1;0;1;0;0;0
5775;1.0;0.0;0;1;0;2;2;5;40.0;0;0;1;0;0;1;0;0;0
5336;1.0;0.0;0;1;0;2;1;3;12.0;0;0;1;0;0;1;0;0;0
10855;1.0;0.0;1;0;1;2;3;0;48.87981527371062;0;1;0;0;0;1;0;0;0
14239;1.0;0.0;1;0;1;2;4;0;52.0;0;0;1;0;0;1;0;0;0
282;1.0;0.0;0;1;1;2;2;0;32.0;0;1;0;0;0;1;0;0;0
15293;1.0;1.5;0;1;0;2;1;3;11.0;0;0;0;1;0;1;0;0;0
15055;1.0;0.3;1;1;0;2;1;4;44.0;0;0;1;0;0;1;0;0;0
13760;1.0;0.0;0;1;0;2;2;3;42.0;0;1;0;0;0;0;0;0;1
16106;1.0;0.0;1;1;0;2;4;2;64.0;0;1;0;0;0;0;0;1;0
7477;1.0;0.0;0;1;0;2;1;3;215.0;0;0;1;0;0;0;0;0;1
6229;1.0;0.0;0;1;0;1;2;4;415.0;0;1;0;0;0;1;0;0;0
9869;1.0;0.0;0;1;1;2;2;0;25.0;0;0;0;1;0;1;0;0;0
10517;1.0;0.6;1;1;0;2;1;6;12.0;0;0;1;0;0;1;0;0;0
14113;1.0;0.0;0;0;1;2;2;0;25.0;0;1;0;0;0;1;0;0;0
4806;0.9125683059999999;0.0;0;0;1;2;2;0;36.0;1;0;0;0;0;1;0;0;0
19574;0.252054795;0.6;0;1;0;2;1;4;29.0;0;0;0;1;0;0;0;0;1
6508;0.9150684929999999;0.0;0;0;1;2;2;0;34.0;0;0;0;1;0;1;0;0;0
19828;0.99726776;0.6;0;1;0;2;4;8;116.0;0;0;0;1;0;1;0;0;0
6387;1.0;0.0;0;0;1;2;1;0;52.0;0;0;1;0;0;1;0;0;0
1269;1.0;0.0;0;1;1;2;2;0;32.0;1;0;0;0;0;1;0;0;0
17552;1.0;0.0;1;1;0;2;2;4;33.0;0;1;0;0;0;0;0;1;0
10590;1.0;0.0;0;1;1;2;2;0;28.0;1;0;0;0;0;1;0;0;0
2417;1.0;0.0;0;1;1;2;1;0;52.0;1;0;0;0;0;1;0;0;0
16530;1.0;0.0;1;1;0;2;1;3;2.0;0;0;0;1;0;0;0;1;0
4783;1.0;0.0;0;1;1;2;1;0;35.0;0;0;0;1;0;1;0;0;0
13906;1.0;0.0;1;0;1;2;3;0;54.0;0;0;1;0;0;1;0;0;0
9564;1.0;0.0;0;1;1;2;1;0;32.0;0;0;0;1;0;1;0;0;0
17113;0.246575342;0.0;1;1;0;2;1;2;43.0;0;0;1;0;0;1;0;0;0
13222;0.99726776;0.6;0;1;0;2;2;3;66.0;1;0;0;0;0;1;0;0;0
5215;0.887671233;0.0;0;0;1;2;3;0;53.0;0;1;0;0;0;1;0;0;0
1606;1.0;0.0;1;1;1;2;3;0;52.0;0;1;0;0;0;1;0;0;0
5797;1.0;0.0;0;1;0;2;1;3;54.0;1;0;0;0;0;0;0;0;1
11632;1.0;0.0;0;0;1;2;2;0;49.87981527371062;0;1;0;0;0;1;0;0;0
17958;0.0;0.0;0;1;0;2;4;4;113.0;1;0;0;0;0;1;0;0;0
7887;0.0;0.0;1;0;1;2;2;0;25.0;1;0;0;0;0;1;0;0;0
8210;1.0;0.0;0;0;1;2;3;0;47.87981527371062;0;0;0;1;0;1;0;0;0
2326;0.0;0.0;0;1;1;2;1;0;46.87981527371062;0;1;0;0;0;1;0;0;0
3480;1.0;0.0;0;0;1;2;1;0;33.0;0;1;0;0;0;1;0;0;0
13618;1.0;0.0;0;0;1;2;2;0;24.0;0;0;1;0;0;1;0;0;0
11455;1.0;0.0;1;0;1;2;4;0;46.87981527371062;1;0;0;0;0;1;0;0;0
9682;1.0;0.0;0;1;0;2;2;5;42.0;0;0;0;1;0;0;0;1;0
17452;1.0;0.6;0;1;0;1;2;4;82.0;1;0;0;0;0;1;0;0;0
1718;1.0;0.0;1;1;1;2;4;0;49.87981527371062;0;1;0;0;0;1;0;0;0
9493;1.0;0.0;0;1;1;2;2;0;46.87981527371062;1;0;0;0;0;1;0;0;0
1780;1.0;0.0;1;1;0;2;4;2;56.0;1;0;0;0;0;0;0;0;1
11496;1.0;0.0;0;1;0;2;2;5;42.0;0;0;1;0;0;0;0;1;0
11397;0.41369863;0.0;0;0;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
14939;1.0;0.3;0;1;0;2;2;3;53.0;1;0;0;0;0;1;0;0;0
2413;0.9178082190000001;0.0;0;1;1;2;1;0;53.0;0;1;0;0;0;1;0;0;0
18564;0.16164383599999999;0.3;0;1;0;2;2;6;24.0;0;0;0;1;0;1;0;0;0
15640;1.0;0.0;0;1;0;2;1;4;42.0;0;1;0;0;0;1;0;0;0
2380;1.0;0.0;0;1;0;2;2;2;26.0;0;1;0;0;0;0;0;1;0
15363;1.0;0.0;0;1;0;2;3;2;115.0;1;0;0;0;0;0;0;0;1
16427;1.0;0.0;1;1;0;2;1;5;8.0;0;0;0;1;0;1;0;0;0
11665;0.747945205;0.0;0;0;1;2;1;0;54.0;0;0;1;0;0;1;0;0;0
16118;1.0;0.0;0;1;0;2;2;6;42.0;0;0;1;0;0;0;0;1;0
13560;1.0;0.0;1;0;1;2;4;0;53.0;0;1;0;0;0;1;0;0;0
19410;0.753424658;0.6;0;1;0;2;2;4;84.0;1;0;0;0;0;1;0;0;0
12293;0.16164383599999999;0.0;1;0;1;2;3;0;26.0;0;0;1;0;0;1;0;0;0
599;1.0;0.0;1;1;1;2;3;0;53.0;1;0;0;0;0;1;0;0;0
5528;1.0;0.0;0;1;0;2;4;4;54.0;0;0;0;1;0;1;0;0;0
8196;1.0;0.0;0;0;1;2;3;0;49.87981527371062;1;0;0;0;0;1;0;0;0
13488;1.0;0.0;0;0;1;2;4;0;32.0;0;0;0;1;0;1;0;0;0
12186;1.0;0.0;1;0;1;2;2;0;24.0;0;0;0;1;0;1;0;0;0
13256;1.0;0.0;1;0;1;2;2;0;32.0;1;0;0;0;0;1;0;0;0
17597;0.99726776;0.3;0;1;0;2;2;3;86.0;1;0;0;0;0;0;0;0;1
16456;1.0;0.0;0;1;0;1;1;4;32.0;1;0;0;0;0;0;0;0;1
18855;1.0;0.0;0;1;0;2;1;1;52.0;0;0;1;0;0;0;0;1;0
2850;0.0;0.0;0;1;1;2;2;0;50.87981527371062;0;0;0;1;0;1;0;0;0
16350;1.0;0.0;0;1;0;2;3;4;215.0;0;1;0;0;0;0;0;0;1
6871;0.49589041100000003;0.0;0;0;1;2;2;0;34.0;0;0;1;0;0;1;0;0;0
15217;1.0;0.0;0;1;0;2;1;2;6.0;0;0;1;0;0;1;0;0;0
9496;1.0;0.0;0;1;0;2;2;9;46.0;0;0;0;1;0;1;0;0;0
18488;1.0;0.3;0;1;0;1;1;4;49.0;0;1;0;0;0;1;0;0;0
14934;1.0;0.0;0;0;1;2;2;0;55.0;0;1;0;0;0;1;0;0;0
19850;0.846994536;0.0;0;1;0;1;2;3;416.0;1;0;0;0;0;1;0;0;0
9880;1.0;0.0;0;1;1;2;2;0;35.0;0;0;1;0;0;1;0;0;0
5696;0.0;0.0;1;1;1;2;3;0;48.87981527371062;0;1;0;0;0;1;0;0;0
7712;0.41369863;0.0;1;0;1;2;3;0;53.0;1;0;0;0;0;1;0;0;0
9829;1.0;0.6;0;1;0;1;2;4;53.0;1;0;0;0;0;0;0;1;0
7389;1.0;0.0;1;1;1;2;3;0;52.0;0;1;0;0;0;1;0;0;0
14199;0.468493151;0.0;0;0;1;2;2;0;25.0;0;1;0;0;0;1;0;0;0
11917;1.0;0.0;0;0;1;2;3;0;55.0;0;1;0;0;0;1;0;0;0
3209;1.0;0.0;0;0;1;2;2;0;33.0;0;0;1;0;0;1;0;0;0
7495;1.0;0.3;1;1;0;2;2;2;62.0;1;0;0;0;0;1;0;0;0
430;1.0;0.0;0;1;0;2;2;3;112.0;1;0;0;0;0;1;0;0;0
11549;1.0;0.0;0;1;0;2;4;9;45.0;0;0;0;1;0;0;0;0;1
2553;1.0;0.0;0;1;1;2;1;0;48.87981527371062;1;0;0;0;0;1;0;0;0
6946;1.0;0.0;0;0;1;2;2;0;52.0;0;1;0;0;0;1;0;0;0
18042;1.0;0.0;1;1;0;2;3;6;64.0;0;0;1;0;0;0;1;0;0
14461;1.0;0.0;1;0;1;2;2;0;24.0;0;0;0;1;0;1;0;0;0
17501;1.0;0.0;0;1;0;2;2;4;12.0;0;0;1;0;0;1;0;0;0
6870;1.0;0.6;0;1;0;2;2;4;114.0;1;0;0;0;0;1;0;0;0
6473;1.0;0.0;0;1;0;2;4;6;114.0;0;0;0;1;0;1;0;0;0
17134;1.0;0.0;0;1;0;1;2;4;51.0;0;0;1;0;0;1;0;0;0
330;0.747945205;0.0;0;1;0;2;1;4;63.0;1;0;0;0;0;0;0;0;1
12465;1.0;0.0;1;0;1;2;2;0;32.0;0;0;0;1;0;1;0;0;0
1471;1.0;0.0;0;0;1;2;2;0;53.0;0;0;0;1;0;1;0;0;0
3844;0.747945205;0.0;0;1;1;2;3;0;53.0;1;0;0;0;0;1;0;0;0
2406;1.0;0.0;0;1;1;2;2;0;53.0;0;0;1;0;0;1;0;0;0
13830;1.0;0.0;0;0;1;2;3;0;46.87981527371062;0;0;0;1;0;1;0;0;0
9541;1.0;0.0;1;1;1;2;1;0;33.0;0;0;0;1;0;1;0;0;0
6303;0.163934426;0.0;0;1;1;2;3;0;46.87981527371062;1;0;0;0;0;1;0;0;0
10530;1.0;0.0;0;1;1;2;1;0;54.0;1;0;0;0;0;1;0;0;0
305;1.0;0.0;0;1;1;2;2;0;36.0;0;0;0;1;0;1;0;0;0
17768;0.857534247;0.0;0;1;0;2;1;4;63.0;0;0;0;1;0;0;0;0;1
10030;1.0;0.0;0;1;1;2;2;0;46.87981527371062;0;1;0;0;0;1;0;0;0
13978;1.0;0.0;0;1;0;1;2;4;65.0;0;1;0;0;0;0;0;0;1
14977;1.0;0.0;0;0;1;2;1;0;55.0;0;1;0;0;0;1;0;0;0
18806;1.0;0.0;1;1;0;2;3;7;94.0;0;0;1;0;0;1;0;0;0
13939;1.0;0.0;0;0;1;2;1;0;33.0;0;0;1;0;0;1;0;0;0
18354;0.75136612;0.0;0;1;0;2;1;5;49.0;0;0;0;1;0;0;0;0;1
13980;1.0;0.0;0;0;1;2;2;0;54.0;0;0;1;0;0;1;0;0;0
17730;1.0;0.3;1;1;0;2;1;4;43.0;0;0;0;1;0;0;0;1;0
806;1.0;0.0;0;1;1;2;3;0;47.87981527371062;0;1;0;0;0;1;0;0;0
19906;0.431693989;0.0;1;1;0;2;2;3;96.0;1;0;0;0;0;1;0;0;0
4584;1.0;0.0;0;1;1;2;2;0;32.0;1;0;0;0;0;1;0;0;0
11072;1.0;0.0;0;0;1;2;2;0;33.0;0;1;0;0;0;1;0;0;0
14903;1.0;0.0;1;0;1;2;4;0;53.0;0;1;0;0;0;1;0;0;0
9835;1.0;0.0;0;1;0;2;2;6;46.0;0;0;0;1;0;1;0;0;0
17400;1.0;0.0;1;1;0;2;2;4;9.0;0;0;1;0;0;0;0;1;0
17202;1.0;0.0;0;1;0;2;3;3;43.0;0;1;0;0;0;1;0;0;0
16238;1.0;0.0;0;1;0;2;4;4;16.0;0;0;0;1;0;1;0;0;0
7430;1.0;0.0;0;0;1;2;2;0;36.0;0;1;0;0;0;1;0;0;0
3009;0.0;0.0;0;1;1;2;2;0;49.87981527371062;1;0;0;0;0;1;0;0;0
16221;0.038356164;0.0;0;1;0;2;2;2;84.0;1;0;0;0;0;1;0;0;0
9865;1.0;0.0;0;1;0;2;2;3;27.0;0;0;1;0;0;0;0;0;1
17715;1.0;0.6;0;1;0;2;2;4;205.0;1;0;0;0;0;1;0;0;0
14393;1.0;0.0;0;0;1;2;1;0;32.0;0;0;0;1;0;1;0;0;0
18600;1.0;0.0;0;1;0;1;2;4;64.0;0;1;0;0;0;1;0;0;0
15741;1.0;0.0;1;1;0;2;3;3;32.0;0;0;1;0;0;1;0;0;0
2089;1.0;0.0;0;1;0;1;2;4;43.0;0;1;0;0;0;0;0;1;0
427;1.0;0.0;0;1;1;2;2;0;47.87981527371062;0;1;0;0;0;1;0;0;0
3969;1.0;0.0;0;1;1;2;2;0;46.87981527371062;0;1;0;0;0;1;0;0;0
7258;1.0;0.3;0;1;0;2;2;4;10.0;0;0;0;1;0;1;0;0;0
11351;1.0;0.0;1;0;1;2;2;0;52.0;0;1;0;0;0;1;0;0;0
17664;1.0;0.6;1;1;0;2;3;4;3.0;0;0;0;1;0;1;0;0;0
2458;1.0;0.0;0;1;1;2;2;0;54.0;1;0;0;0;0;1;0;0;0
5441;0.246575342;0.3;0;1;0;2;1;2;63.0;1;0;0;0;0;1;0;0;0
10963;1.0;0.0;1;0;1;2;4;0;54.0;1;0;0;0;0;1;0;0;0
13700;1.0;0.6;0;1;0;2;3;4;165.0;1;0;0;0;0;1;0;0;0
5894;1.0;0.0;0;1;0;2;2;3;55.0;0;0;0;1;0;1;0;0;0
1236;1.0;0.3;0;1;0;2;1;4;85.0;0;1;0;0;0;1;0;0;0
18298;1.0;0.3;1;1;0;2;2;6;1.0;0;0;0;1;0;1;0;0;0
1353;1.0;0.0;0;1;1;2;2;0;28.0;0;0;0;1;0;1;0;0;0
9397;1.0;0.0;1;0;1;2;2;0;47.87981527371062;1;0;0;0;0;1;0;0;0
5462;1.0;0.0;0;1;1;2;4;0;33.0;0;0;0;1;0;1;0;0;0
9290;0.183561644;0.0;1;0;1;2;4;0;47.87981527371062;0;1;0;0;0;1;0;0;0
12658;1.0;0.0;0;0;1;2;2;0;25.0;0;1;0;0;0;1;0;0;0
9447;0.24863388;0.0;1;0;1;2;4;0;32.0;0;0;1;0;0;1;0;0;0
17618;0.99726776;0.0;1;1;0;1;4;4;146.0;1;0;0;0;0;0;0;1;0
11785;1.0;0.0;0;1;0;2;1;5;8.0;0;0;0;1;1;0;0;0;0
10080;1.0;0.0;0;1;1;2;2;0;52.0;0;0;1;0;0;1;0;0;0
4359;1.0;0.6;0;1;0;2;2;5;64.0;0;1;0;0;0;1;0;0;0
13510;1.0;0.0;0;1;0;2;2;4;26.0;1;0;0;0;0;0;0;1;0
19949;0.0;0.0;0;1;0;2;2;3;86.0;1;0;0;0;0;1;0;0;0
18139;0.450819672;0.3;1;1;0;1;3;2;112.0;1;0;0;0;0;0;0;0;1
233;1.0;0.0;0;1;1;2;2;0;32.0;0;0;0;1;0;1;0;0;0
6947;0.494535519;0.0;1;0;1;2;3;0;56.0;0;1;0;0;0;1;0;0;0
7655;1.0;0.0;0;1;0;2;1;3;12.0;0;1;0;0;0;1;0;0;0
8327;1.0;0.0;1;1;1;2;2;0;46.87981527371062;0;0;0;1;0;1;0;0;0
15095;0.08493150699999999;0.0;0;1;0;2;4;6;43.0;0;0;1;0;0;1;0;0;0
3699;1.0;0.0;0;1;1;2;3;0;52.0;0;1;0;0;0;1;0;0;0
8200;0.163934426;0.0;0;1;0;2;3;8;43.0;0;0;0;1;0;1;0;0;0
4367;1.0;0.0;0;1;1;2;2;0;34.0;0;1;0;0;0;1;0;0;0
9953;1.0;0.0;0;1;1;2;1;0;49.87981527371062;0;1;0;0;0;1;0;0;0
12332;1.0;0.0;0;1;0;2;2;3;55.0;1;0;0;0;0;1;0;0;0
18668;1.0;0.0;1;1;0;2;2;4;63.0;0;0;1;0;0;0;0;1;0
3803;1.0;0.0;0;1;1;2;2;0;33.0;0;0;1;0;0;1;0;0;0
11040;1.0;0.3;0;1;0;2;2;8;32.0;0;0;0;1;0;1;0;0;0
5194;1.0;0.0;0;1;1;2;1;0;25.0;0;0;0;1;0;1;0;0;0
17902;1.0;0.0;1;1;0;2;1;6;44.0;0;0;0;1;0;1;0;0;0
16383;1.0;0.3;0;1;0;2;3;6;24.0;0;0;0;1;0;1;0;0;0
9689;1.0;0.0;0;1;1;2;2;0;54.0;1;0;0;0;0;1;0;0;0
2399;1.0;0.0;0;1;0;1;3;7;39.0;0;0;1;0;0;0;0;0;1
2742;1.0;0.0;0;1;0;2;2;1;45.0;1;0;0;0;0;0;0;0;1
6795;1.0;0.0;0;0;1;2;3;0;52.0;0;0;1;0;0;1;0;0;0
3305;1.0;0.0;0;1;1;2;2;0;28.0;0;0;1;0;0;1;0;0;0
3074;1.0;0.0;0;1;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
1626;1.0;0.0;0;1;1;2;2;0;24.0;1;0;0;0;0;1;0;0;0
9740;1.0;0.6;0;1;0;1;4;3;63.0;1;0;0;0;0;1;0;0;0
8822;1.0;0.0;0;0;1;2;4;0;33.0;0;0;0;1;0;1;0;0;0
6501;1.0;0.0;0;1;1;2;2;0;49.87981527371062;1;0;0;0;0;1;0;0;0
14830;1.0;0.0;0;0;1;2;2;0;52.0;1;0;0;0;0;1;0;0;0
6907;0.989071038;0.0;0;0;1;2;2;0;56.0;0;0;0;1;0;1;0;0;0
15423;0.49589041100000003;0.0;1;1;0;2;3;5;63.0;0;0;1;0;0;0;0;0;1
17565;1.0;0.0;0;1;0;2;2;4;32.0;0;0;0;1;0;1;0;0;0
4414;0.989071038;0.0;0;1;1;2;1;0;56.0;1;0;0;0;0;1;0;0;0
16432;1.0;0.0;1;1;0;2;3;6;53.0;0;0;0;1;0;1;0;0;0
5568;1.0;0.0;1;1;1;2;2;0;47.87981527371062;0;0;1;0;0;1;0;0;0
8970;1.0;0.0;0;0;1;2;1;0;47.87981527371062;0;0;0;1;0;1;0;0;0
13111;0.99726776;0.6;0;1;0;1;2;3;166.0;1;0;0;0;0;1;0;0;0
17418;0.418032787;0.0;1;1;0;2;4;9;62.0;0;0;1;0;0;0;0;1;0
14082;1.0;0.0;0;0;1;2;4;0;54.0;1;0;0;0;0;1;0;0;0
1714;1.0;0.0;1;0;1;2;2;0;52.0;0;0;1;0;0;1;0;0;0
17017;0.16164383599999999;0.3;1;1;0;2;1;2;9.0;0;0;0;1;0;0;1;0;0
11866;1.0;0.0;0;0;1;2;3;0;27.0;1;0;0;0;0;1;0;0;0
12191;1.0;0.0;1;0;1;2;3;0;54.0;1;0;0;0;0;1;0;0;0
2895;1.0;0.0;0;1;1;2;2;0;35.0;0;0;1;0;0;1;0;0;0
17173;1.0;0.0;0;1;0;2;1;4;3.0;0;0;1;0;0;1;0;0;0
9752;1.0;0.0;0;1;0;2;1;3;45.0;0;0;1;0;0;1;0;0;0
16675;1.0;0.0;1;1;0;2;3;4;42.0;0;0;0;1;0;0;0;1;0
12068;1.0;0.6;0;1;0;2;2;5;77.0;0;0;0;1;0;1;0;0;0
1949;1.0;0.0;0;1;1;2;2;0;34.0;0;1;0;0;0;1;0;0;0
19627;1.0;0.6;0;1;0;2;4;8;55.0;0;0;1;0;0;0;0;0;1
9335;1.0;0.0;1;0;1;2;3;0;55.0;0;1;0;0;0;1;0;0;0
2192;0.98630137;0.0;0;1;1;2;2;0;35.0;0;1;0;0;0;1;0;0;0
4139;1.0;0.0;0;1;1;2;1;0;32.0;0;0;0;1;0;1;0;0;0
9981;0.9150684929999999;0.6;0;1;0;2;4;4;33.0;0;0;0;1;1;0;0;0;0
4451;1.0;0.0;1;0;1;2;3;0;46.87981527371062;1;0;0;0;0;1;0;0;0
1050;1.0;0.0;0;1;1;2;2;0;52.0;1;0;0;0;0;1;0;0;0
344;1.0;0.0;0;1;1;2;2;0;33.0;0;1;0;0;0;1;0;0;0
956;1.0;0.0;0;1;1;2;1;0;35.0;0;0;0;1;0;1;0;0;0
12748;0.99726776;0.0;0;0;1;2;1;0;56.0;0;1;0;0;0;1;0;0;0
16588;1.0;0.0;1;1;0;2;3;4;64.0;1;0;0;0;0;0;0;1;0
4507;1.0;0.0;0;0;1;2;2;0;33.0;1;0;0;0;0;1;0;0;0
12528;1.0;0.0;0;1;0;2;2;4;66.0;0;0;1;0;0;0;0;0;1
4378;1.0;0.0;0;1;0;2;1;3;16.0;0;0;0;1;0;0;0;0;1
14792;1.0;0.0;1;0;1;2;4;0;32.0;0;1;0;0;0;1;0;0;0
10724;1.0;0.6;0;1;0;1;2;4;64.0;1;0;0;0;0;1;0;0;0
6858;0.328767123;0.0;0;0;1;2;2;0;54.0;0;0;1;0;0;1;0;0;0
11456;1.0;0.0;1;0;1;2;4;0;47.87981527371062;1;0;0;0;0;1;0;0;0
16758;0.9150684929999999;0.0;1;1;0;2;2;6;38.0;0;0;0;1;0;1;0;0;0
15384;1.0;0.3;1;1;0;2;2;10;62.0;0;0;0;1;0;0;0;1;0
14675;0.747945205;0.6;0;1;0;2;2;3;74.0;1;0;0;0;0;1;0;0;0
12022;1.0;0.0;0;0;1;2;4;0;55.0;1;0;0;0;0;1;0;0;0
4658;0.983561644;0.0;1;1;1;2;1;0;27.0;0;1;0;0;0;1;0;0;0
3966;0.49589041100000003;0.0;0;1;1;2;1;0;53.0;1;0;0;0;0;1;0;0;0
18340;1.0;0.3;1;1;0;2;1;4;60.0;1;0;0;0;0;0;0;0;1
16887;1.0;0.3;1;1;0;1;1;2;62.0;1;0;0;0;0;1;0;0;0
6239;1.0;0.0;0;1;1;2;3;0;55.0;1;0;0;0;0;1;0;0;0
6252;1.0;0.3;0;1;0;2;1;4;25.0;0;0;1;0;0;1;0;0;0
1594;0.504109589;0.0;1;1;1;2;3;0;54.0;0;1;0;0;0;1;0;0;0
15679;1.0;0.0;0;1;0;2;2;9;37.0;0;0;0;1;0;1;0;0;0
2711;0.99726776;0.0;0;1;1;2;2;0;56.0;0;1;0;0;0;1;0;0;0
17211;1.0;0.6;1;1;0;2;2;4;24.0;0;0;0;1;0;0;0;0;1
9089;0.9150684929999999;0.0;1;0;1;2;3;0;48.87981527371062;1;0;0;0;0;1;0;0;0
4747;1.0;0.0;0;1;1;2;1;0;32.0;0;1;0;0;0;1;0;0;0
9606;0.252054795;0.0;0;1;1;2;2;0;55.0;0;0;1;0;0;1;0;0;0
19864;0.75136612;0.6;1;1;0;1;2;3;86.0;1;0;0;0;0;0;0;1;0
1900;1.0;0.0;0;1;1;2;3;0;52.0;0;0;1;0;0;1;0;0;0
17972;1.0;0.3;0;1;0;2;1;4;9.0;0;0;0;1;0;1;0;0;0
15820;1.0;0.0;1;1;0;2;4;5;105.0;0;1;0;0;0;0;0;0;1
