;Unnamed: 0.1;EXPO;ft_23_categ;Identifiant;ft_2_categ;ft_4_categ;ft_5_categ;ft_6_categ;ft_19_categ;ft_21_categ;ft_24_categ;ft_18_categ_V;ft_18_categ_base;ft_18_categ_eff;ft_18_categ_effpi;ft_18_categ_pi;ft_22_categ_c_Ancien;ft_22_categ_c_Reconstruction;ft_22_categ_c_Annees-70;ft_22_categ_c_Recent-80;ft_22_categ_c_Moderne-90;superficief_petit;superficief_moyen;superficief_trés-grand;superficief_Géant;Insee;Frequence;"Fréquence moyenne de sinistres
mouvement de terrain";"Fréquence moyenne de sinistres
sécheresse";"Fréquence moyenne de sinistres
séisme";Périls
6310;6310;1.0;0.6;12344;2014;0;1;0;1;1;2;0;0;0;0;1;0;0;0;0;1;0;0;1;0;74056;5;0.0;0.0;1.0;0.0
6311;6311;1.0;0.0;11677;2015;0;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;64189;1;1.0;1.0;0.0;0.0
6312;6312;1.0;0.0;10099;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
6313;6313;1.0;0.0;17025;2013;0;1;0;2;2;3;0;0;0;1;0;0;0;0;0;1;0;0;0;1;76259;10;1.0;0.0;0.0;0.0
6314;6314;0.953424658;0.0;5582;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;57480;1;0.0;1.0;0.0;0.0
6315;6315;1.0;0.6;13472;2014;0;1;0;2;4;7;0;1;0;0;0;0;0;1;0;0;0;0;0;1;06104;2;1.0;0.0;0.0;1.0
6316;6316;1.0;0.0;12988;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;57631;1;0.0;1.0;0.0;0.0
6317;6317;0.906849315;0.0;5234;2013;0;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;64445;1;0.0;0.0;0.0;0.0
6318;6318;0.99726776;0.0;14942;2016;0;0;1;2;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;2A004;2;0.0;0.0;0.0;0.0
6319;6319;0.495890411;0.0;3434;2015;0;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
6320;6320;1.0;0.0;15145;2016;1;1;0;2;1;6;0;0;0;1;0;0;1;0;0;0;0;0;1;0;91421;1;1.0;2.0;0.0;0.0
6321;6321;0.315068493;0.0;11141;2013;1;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;54482;10;0.0;1.0;0.0;0.0
6322;6322;1.0;0.0;280;2014;0;1;0;2;2;5;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
6323;6323;1.0;0.0;13780;2012;0;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;54395;2;0.0;1.0;0.0;0.0
6324;6324;1.0;0.0;7840;2012;0;1;0;2;2;4;0;0;0;1;0;0;0;0;0;1;0;0;0;1;67447;1;0.0;0.0;0.0;0.0
6325;6325;0.99726776;0.0;10803;2016;0;0;1;2;3;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;92004;1;1.0;0.0;0.0;0.0
6326;6326;0.0;0.0;3012;2015;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
6327;6327;1.0;0.0;334;2014;0;1;0;2;2;5;0;0;0;0;1;0;1;0;0;0;0;0;1;0;63113;1;1.0;1.0;0.0;0.0
6328;6328;1.0;0.0;3959;2015;0;1;1;2;3;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;92004;1;1.0;0.0;0.0;0.0
6329;6329;1.0;0.0;12367;2013;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;45234;1;1.0;1.0;0.0;0.0
6330;6330;0.536986301;1.0;8863;2015;0;1;0;2;4;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06083;2;2.0;0.0;1.0;0.0
6331;6331;1.0;0.0;8330;2014;1;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;38485;0;0.0;0.0;0.0;0.0
6332;6332;1.0;0.0;937;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;11262;5;0.0;1.0;1.0;0.0
6333;6333;1.0;0.3;18547;2014;0;1;0;2;2;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;69091;2;0.0;1.0;0.0;0.0
6334;6334;1.0;0.0;6811;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;63113;1;1.0;1.0;0.0;0.0
6335;6335;1.0;0.0;10026;2015;0;1;1;2;3;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;2B033;2;0.0;0.0;0.0;0.0
6336;6336;1.0;0.0;5193;2015;1;0;1;2;4;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;75056;1;1.0;1.0;0.0;0.0
6337;6337;0.281420765;0.0;10219;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;57529;0;0.0;0.0;0.0;0.0
6338;6338;0.205479452;0.0;7401;2013;1;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;64122;1;0.0;1.0;0.0;0.0
6339;6339;0.99726776;0.0;3351;2016;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;57463;1;1.0;1.0;0.0;0.0
6340;6340;0.0;0.0;16764;2013;1;1;0;1;3;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;93048;1;1.0;1.0;0.0;0.0
6341;6341;1.0;0.0;3775;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;25356;0;0.0;0.0;0.0;0.0
6342;6342;1.0;0.0;11345;2013;0;0;1;2;3;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;94059;1;1.0;5.0;0.0;0.0
6343;6343;1.0;0.0;18766;2013;0;1;0;2;4;3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;06032;2;1.0;0.0;0.0;0.0
6344;6344;1.0;0.0;9410;2015;1;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;73227;0;0.0;0.0;0.0;0.0
6345;6345;1.0;0.0;10294;2016;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;74258;1;0.0;0.0;0.0;0.0
6346;6346;1.0;0.0;15194;2012;0;1;0;2;4;4;0;1;0;0;0;0;0;1;0;0;0;0;0;1;06070;0;0.0;1.0;0.0;0.0
6347;6347;1.0;0.0;14260;2012;0;1;0;2;4;4;0;0;0;0;1;0;1;0;0;0;0;0;1;0;06088;2;1.0;1.0;0.0;1.0
6348;6348;1.0;0.0;331;2015;0;1;0;2;1;4;0;0;0;0;1;0;1;0;0;0;1;0;0;0;63075;1;0.0;1.0;0.0;0.0
6349;6349;1.0;1.0;10744;2015;0;1;0;2;4;3;0;0;0;0;1;0;1;0;0;0;0;0;1;0;06083;2;2.0;0.0;1.0;0.0
6350;6350;0.680327869;0.3;18447;2012;1;1;0;2;2;3;0;0;0;1;0;0;0;0;0;1;0;0;1;0;34157;2;1.0;0.0;0.0;0.0
6351;6351;1.0;0.0;10392;2013;0;1;0;2;2;3;0;0;0;0;1;0;0;0;1;0;0;0;0;1;83062;2;0.0;2.0;0.0;0.0
6352;6352;1.0;0.0;2697;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;42218;1;0.0;0.0;0.0;0.0
6353;6353;1.0;0.0;9463;2012;0;1;0;1;1;4;0;1;0;0;0;1;0;0;0;0;0;1;0;0;35115;2;1.0;0.0;0.0;0.0
6354;6354;1.0;0.0;15819;2012;1;1;0;2;3;8;0;1;0;0;0;0;0;0;0;1;0;0;0;1;92044;1;1.0;0.0;0.0;0.0
6355;6355;0.668493151;0.0;8707;2014;0;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;73280;1;0.0;0.0;0.0;0.0
6356;6356;1.0;0.0;10436;2015;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
6357;6357;0.99726776;0.0;5346;2016;1;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;89069;0;0.0;0.0;0.0;0.0
6358;6358;1.0;0.0;6207;2013;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;73013;0;0.0;0.0;0.0;0.0
6359;6359;0.405479452;0.0;8185;2013;0;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;2B033;2;0.0;0.0;0.0;0.0
6360;6360;1.0;0.0;9136;2014;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;38138;0;0.0;0.0;0.0;0.0
6361;6361;1.0;0.0;9362;2013;1;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;94003;1;1.0;0.0;0.0;0.0
6362;6362;1.0;0.0;14092;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;83129;1;0.0;0.0;0.0;0.0
6363;6363;1.0;0.0;15433;2015;0;1;0;2;1;4;0;1;0;0;0;0;0;0;0;1;0;0;1;0;86194;1;1.0;1.0;0.0;0.0
6364;6364;0.99726776;0.0;14709;2016;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;64249;5;0.0;1.0;0.0;0.0
6365;6365;1.0;0.3;18725;2014;0;1;0;1;1;2;0;1;0;0;0;1;0;0;0;0;0;0;0;1;33366;1;1.0;1.0;0.0;0.0
6366;6366;0.246575342;0.0;1925;2015;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;34003;10;0.0;0.0;0.0;0.0
6367;6367;1.0;0.3;8369;2016;0;1;0;1;3;10;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2A004;2;0.0;0.0;0.0;0.0
6368;6368;1.0;0.0;3375;2014;0;1;0;2;1;4;0;1;0;0;0;0;1;0;0;0;0;0;0;1;42094;2;0.0;0.0;0.0;0.0
6369;6369;1.0;0.0;5466;2012;1;1;0;2;3;5;0;1;0;0;0;1;0;0;0;0;0;0;1;0;83137;1;1.0;1.0;0.0;0.0
6370;6370;1.0;0.0;16349;2012;0;1;0;2;3;4;0;0;0;0;1;1;0;0;0;0;0;1;0;0;54395;2;0.0;1.0;0.0;0.0
6371;6371;1.0;0.0;6240;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;38421;1;0.0;1.0;0.0;0.0
6372;6372;1.0;0.0;878;2016;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;27229;5;1.0;1.0;0.0;0.0
6373;6373;1.0;0.0;11544;2015;0;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;64189;1;1.0;1.0;0.0;0.0
6374;6374;1.0;0.0;5905;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;63113;1;1.0;1.0;0.0;0.0
6375;6375;1.0;0.0;15272;2013;0;1;0;1;2;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;34172;5;0.0;1.0;0.0;0.0
6376;6376;0.0;0.0;2499;2015;0;1;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;06088;2;1.0;1.0;0.0;0.0
6377;6377;1.0;0.0;15711;2014;1;1;0;2;1;4;0;0;0;1;0;0;1;0;0;0;0;0;1;0;33063;1;1.0;1.0;0.0;0.0
6378;6378;0.0;0.0;3385;2016;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;83119;2;0.0;0.0;0.0;0.0
6379;6379;1.0;0.3;12154;2014;0;1;0;2;1;4;0;1;0;0;0;0;1;0;0;0;0;1;0;0;61006;1;1.0;0.0;0.0;0.0
6380;6380;1.0;0.0;15377;2013;0;1;0;2;2;4;0;0;0;0;1;0;0;0;0;1;0;0;1;0;11266;5;0.0;0.0;0.0;0.0
6381;6381;0.0;0.0;13505;2013;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;75056;1;1.0;1.0;0.0;0.0
6382;6382;1.0;0.0;14063;2016;0;0;1;2;3;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;64483;1;1.0;1.0;0.0;0.0
6383;6383;1.0;0.0;749;2013;0;1;0;1;4;4;0;1;0;0;0;1;0;0;0;0;1;0;0;0;06157;2;1.0;1.0;0.0;0.0
6384;6384;1.0;0.0;4899;2015;0;1;0;1;1;2;0;1;0;0;0;0;0;0;1;0;0;0;1;0;17380;1;1.0;1.0;0.0;0.0
6385;6385;1.0;0.0;7263;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;68166;1;0.0;0.0;0.0;0.0
6386;6386;0.0;0.0;2935;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
6387;6387;1.0;0.6;6241;2012;0;1;0;1;3;5;0;1;0;0;0;1;0;0;0;0;1;0;0;0;94041;1;1.0;1.0;0.0;0.0
6388;6388;1.0;0.0;16178;2016;0;1;0;2;1;5;0;0;0;1;0;0;1;0;0;0;0;0;0;1;74012;0;0.0;0.0;1.0;0.0
6389;6389;1.0;1.5;13468;2015;0;1;0;2;3;4;0;0;0;0;1;0;1;0;0;0;0;1;0;0;38185;0;0.0;0.0;0.0;0.0
6390;6390;0.527322404;0.0;7545;2012;1;0;1;1;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
6391;6391;1.0;0.0;10772;2012;1;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
6392;6392;1.0;0.0;13308;2014;1;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;11441;2;0.0;0.0;0.0;0.0
6393;6393;0.120218579;0.0;6287;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;13081;1;0.0;5.0;0.0;0.0
6394;6394;1.0;0.0;5272;2014;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;75056;1;1.0;1.0;0.0;0.0
6395;6395;1.0;0.0;15948;2016;0;1;0;2;2;6;0;1;0;0;0;0;0;0;0;1;0;0;0;1;63113;1;1.0;1.0;0.0;0.0
6396;6396;1.0;0.6;2381;2013;0;1;0;2;2;4;0;0;0;0;1;0;1;0;0;0;1;0;0;0;21231;1;0.0;1.0;0.0;0.0
6397;6397;0.99726776;0.0;11988;2016;0;0;0;2;2;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;68154;1;0.0;0.0;0.0;0.0
6398;6398;1.0;0.0;12363;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;78486;2;0.0;2.0;0.0;0.0
6399;6399;0.99726776;0.0;3217;2016;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;13055;5;0.0;1.0;0.0;0.0
6400;6400;1.0;0.3;13001;2012;0;1;0;1;1;4;0;0;0;0;1;0;0;0;1;0;0;0;1;0;44154;1;1.0;0.0;0.0;0.0
6401;6401;1.0;0.3;16855;2014;0;1;0;2;3;3;0;1;0;0;0;0;0;0;0;1;1;0;0;0;93077;5;1.0;5.0;0.0;0.0
6402;6402;1.0;0.0;17602;2015;1;1;0;2;4;8;0;1;0;0;0;0;0;0;1;0;0;0;0;1;75056;1;1.0;1.0;0.0;0.0
6403;6403;1.0;0.3;16604;2012;1;1;0;2;2;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;66136;5;0.0;0.0;1.0;0.0
6404;6404;1.0;0.0;10627;2013;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
6405;6405;1.0;0.0;9641;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;63113;1;1.0;1.0;0.0;0.0
6406;6406;1.0;0.0;7905;2013;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06104;2;1.0;0.0;0.0;0.0
6407;6407;1.0;0.3;15910;2015;0;1;0;2;2;4;0;0;1;0;0;0;0;0;0;1;0;0;1;0;83126;1;0.0;0.0;0.0;0.0
6408;6408;0.0;0.0;19878;2016;0;1;0;2;2;4;0;1;0;0;0;1;0;0;0;0;0;0;1;0;34172;5;0.0;1.0;0.0;0.0
6409;6409;1.0;0.6;8407;2015;0;1;0;1;2;3;0;1;0;0;0;1;0;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
6410;6410;0.99726776;0.0;8767;2016;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;06088;2;1.0;1.0;0.0;0.0
6411;6411;1.0;0.0;6162;2015;0;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;92004;1;1.0;0.0;0.0;0.0
6412;6412;1.0;0.3;15403;2014;0;1;0;2;1;3;0;0;0;0;1;1;0;0;0;0;1;0;0;0;12300;1;0.0;0.0;0.0;0.0
6413;6413;1.0;0.0;17316;2014;1;1;0;2;2;4;0;0;0;0;1;0;1;0;0;0;0;0;0;1;64102;2;1.0;1.0;0.0;0.0
6414;6414;1.0;0.0;13585;2015;0;0;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;13004;20;0.0;1.0;0.0;0.0
6415;6415;0.997260274;0.0;13388;2015;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;45234;1;1.0;1.0;0.0;0.0
6416;6416;1.0;0.0;15744;2013;0;1;0;2;3;8;0;0;0;0;1;1;0;0;0;0;0;0;0;1;92025;1;1.0;0.0;0.0;0.0
6417;6417;0.554644809;0.0;1367;2012;1;1;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;06083;2;2.0;0.0;1.0;0.0
6418;6418;1.0;0.0;18332;2015;0;1;0;2;2;4;0;0;0;1;0;0;0;0;1;0;0;0;0;1;83126;1;0.0;0.0;0.0;0.0
6419;6419;1.0;0.0;8286;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;60159;5;1.0;0.0;0.0;0.0
6420;6420;0.915300546;0.0;18227;2012;0;1;0;2;1;4;0;0;0;0;1;0;0;0;1;0;0;0;1;0;36044;1;1.0;1.0;0.0;0.0
6421;6421;1.0;0.0;19065;2016;0;1;0;2;1;7;0;0;0;1;0;0;0;1;0;0;0;0;0;1;10387;1;1.0;1.0;0.0;0.0
6422;6422;0.843835616;0.0;13298;2013;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13028;2;0.0;0.0;0.0;0.0
6423;6423;1.0;0.0;6604;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;64140;10;0.0;0.0;0.0;0.0
6424;6424;1.0;0.0;17470;2013;1;1;0;2;2;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;95197;2;0.0;2.0;0.0;0.0
6425;6425;0.495890411;0.0;10609;2015;1;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;76351;2;1.0;0.0;0.0;0.0
6426;6426;1.0;0.0;5807;2015;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;42110;1;0.0;0.0;0.0;0.0
6427;6427;1.0;0.0;15709;2014;1;1;0;2;3;5;0;0;0;1;0;0;0;1;0;0;0;0;0;1;33069;1;1.0;1.0;0.0;0.0
6428;6428;0.494535519;0.0;11459;2012;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;59183;1;1.0;1.0;0.0;0.0
6429;6429;1.0;0.0;16682;2012;1;1;0;2;2;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;95197;2;0.0;2.0;0.0;0.0
6430;6430;1.0;0.0;11186;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;26198;5;0.0;0.0;0.0;0.0
6431;6431;1.0;0.0;372;2015;0;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;06083;2;2.0;0.0;1.0;0.0
6432;6432;1.0;0.0;19161;2014;0;1;0;2;1;5;0;1;0;0;0;0;0;0;0;1;0;0;1;0;16015;1;0.0;1.0;0.0;0.0
6433;6433;0.915300546;0.0;3287;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;68278;2;1.0;0.0;0.0;0.0
6434;6434;1.0;0.0;19908;2016;1;1;0;2;1;3;0;1;0;0;0;0;0;0;1;0;0;0;1;0;74063;1;1.0;0.0;0.0;0.0
6435;6435;0.99726776;0.0;14619;2016;1;0;0;2;3;5;0;0;0;0;1;0;1;0;0;0;0;1;0;0;94068;1;1.0;1.0;0.0;0.0
6436;6436;1.0;0.0;16681;2013;1;1;0;2;3;3;0;0;0;0;1;0;1;0;0;0;0;0;1;0;94068;1;1.0;1.0;0.0;0.0
6437;6437;1.0;0.0;6311;2014;0;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;92004;1;1.0;0.0;0.0;0.0
6438;6438;0.495890411;0.0;7778;2013;1;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;42218;1;0.0;0.0;0.0;0.0
6439;6439;1.0;0.0;10096;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;13032;2;0.0;5.0;0.0;0.0
6440;6440;1.0;0.3;17612;2013;0;1;0;1;2;4;0;1;0;0;0;1;0;0;0;0;0;1;0;0;42218;1;0.0;0.0;0.0;0.0
6441;6441;1.0;0.0;10847;2014;1;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;33063;1;1.0;1.0;0.0;0.0
6442;6442;1.0;0.0;9001;2013;0;1;0;2;4;8;0;0;0;1;0;0;1;0;0;0;0;0;0;1;75056;1;1.0;1.0;0.0;0.0
6443;6443;1.0;0.0;4053;2013;1;1;0;2;4;7;0;0;1;0;0;1;0;0;0;0;0;1;0;0;75056;1;1.0;1.0;0.0;0.0
6444;6444;0.0;0.0;1620;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;34332;5;0.0;0.0;0.0;0.0
6445;6445;1.0;0.6;9331;2016;1;1;0;2;3;4;0;0;0;0;1;0;1;0;0;0;0;1;0;0;94068;1;1.0;1.0;0.0;0.0
6446;6446;0.665753425;0.3;17521;2013;0;1;0;2;1;4;0;1;0;0;0;0;0;0;0;1;0;0;1;0;45285;1;1.0;2.0;0.0;0.0
6447;6447;0.0;0.0;5711;2013;1;1;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
6448;6448;1.0;0.0;8095;2013;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;62160;2;1.0;1.0;0.0;0.0
6449;6449;1.0;0.6;3587;2014;0;1;0;2;2;4;0;1;0;0;0;0;0;0;1;0;0;0;0;1;04094;1;0.0;0.0;0.0;0.0
6450;6450;0.983561644;0.0;8406;2015;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;13055;5;0.0;1.0;0.0;0.0
6451;6451;1.0;0.6;1996;2013;1;1;0;2;1;6;0;0;0;1;0;0;1;0;0;0;0;0;1;0;74010;1;0.0;0.0;20.0;0.0
6452;6452;0.330601093;0.0;14208;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;38205;1;0.0;0.0;0.0;0.0
6453;6453;1.0;0.3;15450;2015;0;1;0;2;2;4;0;1;0;0;0;0;0;0;0;1;0;0;1;0;62201;2;0.0;0.0;0.0;0.0
6454;6454;1.0;0.0;6787;2012;1;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;94037;1;1.0;0.0;0.0;0.0
6455;6455;1.0;0.0;5929;2014;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;85194;1;1.0;0.0;0.0;0.0
6456;6456;1.0;0.0;4165;2013;1;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;95607;1;1.0;1.0;0.0;0.0
6457;6457;1.0;0.0;13516;2012;1;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;77118;0;0.0;5.0;0.0;0.0
6458;6458;1.0;0.0;14061;2013;0;0;1;2;3;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;64483;1;1.0;1.0;0.0;0.0
6459;6459;0.99726776;0.0;327;2016;0;1;0;2;2;5;0;0;0;0;1;0;1;0;0;0;0;0;0;1;63113;1;1.0;1.0;0.0;0.0
6460;6460;0.476712329;1.0;5705;2014;1;1;0;2;4;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;06079;20;1.0;0.0;0.0;2.0
6461;6461;1.0;0.0;8816;2013;0;1;0;2;4;6;0;0;0;0;1;0;0;1;0;0;0;0;0;1;06083;2;2.0;0.0;1.0;1.0
6462;6462;0.99726776;0.0;1285;2016;0;1;0;2;1;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;88383;1;0.0;0.0;0.0;0.0
6463;6463;1.0;0.0;3635;2014;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;13047;1;1.0;1.0;0.0;0.0
6464;6464;1.0;0.3;15297;2014;0;1;0;2;2;4;0;1;0;0;0;1;0;0;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
6465;6465;1.0;0.0;4765;2014;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;38095;1;0.0;0.0;0.0;0.0
6466;6466;1.0;0.3;16985;2014;1;1;0;2;2;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;21231;1;0.0;1.0;0.0;0.0
6467;6467;0.99726776;0.0;8015;2016;0;1;0;2;1;3;0;1;0;0;0;0;0;0;0;1;0;1;0;0;35288;1;1.0;1.0;0.0;0.0
6468;6468;0.0;0.0;8984;2012;0;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;44190;1;1.0;0.0;0.0;0.0
6469;6469;1.0;0.0;8939;2013;0;1;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;06083;2;2.0;0.0;1.0;1.0
6470;6470;0.495890411;0.0;6564;2015;1;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;44109;1;1.0;0.0;0.0;0.0
6471;6471;0.0;0.0;2454;2013;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;73179;1;0.0;0.0;1.0;0.0
6472;6472;0.99726776;0.0;964;2016;0;0;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;36044;1;1.0;1.0;0.0;0.0
6473;6473;1.0;0.0;11846;2012;0;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;54395;2;0.0;1.0;0.0;0.0
6474;6474;1.0;0.0;6522;2014;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;87085;1;1.0;0.0;0.0;0.0
6475;6475;1.0;0.0;5529;2012;1;1;0;2;4;6;0;0;0;1;0;0;1;0;0;0;0;0;0;1;06159;5;1.0;1.0;0.0;0.0
6476;6476;0.484931507;0.0;7807;2014;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;42218;1;0.0;0.0;0.0;0.0
