;Identifiant;ft_2_categ;EXPO;ft_4_categ;ft_5_categ;ft_6_categ;ft_7_categ;ft_8_categ;ft_9_categ;ft_10_categ;ft_11_categ;ft_12_categ;ft_13_categ;ft_14_categ;ft_15_categ;ft_16_categ;ft_17_categ;ft_18_categ;ft_19_categ;superficief;ft_21_categ;ft_23_categ;ft_24_categ;Insee;ft_22_categ_c;target
5717;17695;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;433.0;1;0.3;2;21405;2010.0;0
5718;533;2013;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;900.0;4;0.0;0;06088;1980.0;0
5719;6622;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1500.0;3;0.0;0;92004;1960.0;0
5720;16485;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;2105.0;2;0.0;6;95210;1930.0;0
5721;6377;2013;1.0;0;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;effpi;2;2600.0;1;0.0;6;74173;1965.0;0
5722;8108;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;650.0;2;0.0;0;62160;1965.1201847262896;0
5723;136;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2500.0;2;0.0;0;38485;1960.0;1
5724;5526;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;850.0;3;0.0;0;64445;1960.0;0
5725;14494;2012;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;520.0;4;0.6;3;06088;1960.0;1
5726;3693;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2340.0;3;0.0;0;64483;1965.1201847262896;0
5727;12074;2014;1.0;0;V;N;1;O;1;O;N;O;N;N;AUTRE;IDENTIQUE;V;base;2;500.0;1;0.0;1;74012;1980.0;0
5728;3655;2013;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;2;3355.0;3;0.6;9;64483;1970.0;1
5729;2259;2015;1.0;0;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;4955.0;2;0.0;3;63113;1985.0;0
5730;15380;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;716.0;2;0.0;3;95127;1950.0;0
5731;14175;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;930.0;2;0.0;0;13001;1980.0;0
5732;13624;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2400.0;2;0.0;0;95394;1980.0;0
5733;11558;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;360.0;4;0.0;0;75118;1960.0;0
5734;2571;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;600.0;1;0.0;4;63032;1990.0;0
5735;9819;2016;0.99726776;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1750.0;2;0.0;0;63113;1988.0;0
5736;13183;2013;0.769863014;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;570.0;2;0.0;0;34301;1960.0;0
5737;2613;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1384.0;3;0.0;0;94068;1960.0;1
5738;9159;2015;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;4;0.0;0;06029;1965.1201847262896;0
5739;1045;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2300.0;1;0.0;0;58194;1980.0;0
5740;10711;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1485.0;3;0.0;7;93001;1930.0;1
5741;13159;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;528.0;1;0.0;0;13087;1988.0;0
5742;9745;2014;1.0;0;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;500.0;2;0.0;5;13201;1920.0;0
5743;13653;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;2;0.0;0;64122;1960.0;0
5744;4195;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1698.0;3;0.0;0;92004;1960.0;1
5745;19112;2015;1.0;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;4400.0;1;0.3;5;13054;1960.0;0
5746;11035;2016;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1081.0;2;0.0;0;38421;1980.0;0
5747;11123;2014;0.161643836;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;13207;1960.0;0
5748;16465;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;752.0;1;0.0;4;35288;1990.0;0
5749;135;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;290.0;2;0.0;0;14118;1980.0;0
5750;7588;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2719.0;2;0.6;6;26362;1961.0;0
5751;1547;2016;0.99726776;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1100.0;1;0.0;0;36044;1980.0;0
5752;7991;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1780.0;2;0.0;0;83009;1980.0;0
5753;11796;2012;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;12131.0;2;0.0;2;56034;1975.0;1
5754;4791;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;560.0;2;0.0;3;83062;1960.0;0
5755;7826;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;6122.0;1;0.0;0;74081;1980.0;0
5756;1419;2013;0.084931507;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1512.0;3;0.0;0;38185;1960.0;0
5757;6552;2012;1.0;0;V;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;2700.0;1;0.0;8;81004;1970.0;0
5758;7833;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;800.0;2;0.0;0;56003;1988.0;0
5759;7514;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;180.0;2;0.0;0;38416;1960.0;0
5760;19212;2016;0.99726776;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;680.0;2;0.0;5;66218;1940.0;0
5761;11908;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;2;1566.0;4;0.6;5;75115;2007.0;0
5762;13126;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;430.0;2;0.0;0;21231;1960.0;0
5763;3511;2012;0.868852459;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;460.0;2;0.3;4;83050;1950.0;1
5764;16343;2015;1.0;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2910.0;1;0.0;7;74224;1992.0;0
5765;4454;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;600.0;3;0.0;0;33063;1960.0;0
5766;3246;2014;0.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;220.0;2;0.0;0;83119;1965.1201847262896;0
5767;7649;2014;0.493150685;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5130.0;2;0.0;0;83061;1980.0;0
5768;18598;2015;0.657534247;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;170.0;1;0.0;2;72181;1900.0;0
5769;4722;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1190.0;3;0.0;0;93066;1965.1201847262896;0
5770;18625;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2500.0;1;0.0;4;16015;2009.0;0
5771;11837;2012;0.983606557;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1100.0;2;0.0;0;59378;1960.0;0
5772;18239;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;eff;1;500.0;3;0.0;7;83137;1850.0;0
5773;2260;2016;0.99726776;0;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;pi;2;4955.0;2;0.0;3;63113;1985.0;0
5774;15934;2013;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1314.0;2;0.3;4;34108;1990.0;1
5775;1895;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2041.0;1;0.0;0;21515;1980.0;1
5776;4090;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;637.0;2;0.0;0;76351;1960.0;0
5777;13555;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;900.0;3;0.3;4;59599;1990.0;0
5778;6771;2013;0.509589041;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1142.0;2;0.3;3;31555;1995.0;0
5779;834;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;1;450.0;2;0.0;3;90010;1960.0;0
5780;10002;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;380.0;2;0.0;3;13208;1960.0;1
5781;15971;2013;1.0;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;850.0;2;0.0;5;62160;1900.0;1
5782;392;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;320.0;4;0.0;0;06029;1960.0;0
5783;5122;2013;0.534246575;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;390.0;2;1.0;3;69383;1950.0;0
5784;7756;2016;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;570.0;4;0.0;0;75114;1960.0;0
5785;2400;2015;1.0;0;V;N;3;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;1;1610.0;3;0.0;7;64445;1973.0;1
5786;11482;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1835.0;2;0.0;0;13205;1960.0;0
5787;11162;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1927.0;1;0.0;0;74160;1988.0;0
5788;15113;2014;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;650.0;2;0.0;3;66072;2008.0;0
5789;8425;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;2;0.0;0;38053;1965.1201847262896;0
5790;2772;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;300.0;2;0.0;0;77186;1960.0;1
5791;2076;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;530.0;2;0.0;0;38229;1960.0;0
5792;18828;2014;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;5833.0;2;0.0;4;69282;2012.0;0
5793;12518;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;625.0;2;0.0;0;51454;1960.0;0
5794;4678;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;820.0;1;0.0;0;50218;1960.0;0
5795;16108;2013;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;3006.0;2;0.0;3;95585;2008.0;1
5796;2214;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1140.0;2;0.0;0;34172;1960.0;0
5797;12294;2016;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3090.0;2;0.0;0;38565;1988.0;0
5798;2759;2016;0.967213115;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;400.0;2;0.0;3;30133;1900.0;0
5799;13475;2013;0.580821918;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3600.0;2;0.0;0;69294;1988.0;1
5800;7773;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;794.0;1;0.0;0;21054;1960.0;0
5801;5502;2016;0.494535519;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;719.0;4;0.0;0;06088;1988.0;0
5802;1177;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2250.0;1;0.0;3;86194;1975.0;1
5803;1636;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;520.0;2;0.0;2;62201;1970.0;0
5804;3630;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4800.0;2;0.0;0;77900;1980.0;0
5805;11791;2014;0.915068493;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;440.0;2;0.0;0;13205;1980.0;0
5806;3420;2012;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;22.0;4;0.0;0;75120;1965.1201847262896;0
5807;7015;2014;1.0;0;V;N;1;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;base;2;1100.0;1;0.0;4;03190;1900.0;0
5808;3237;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;1;0.0;0;42097;1960.0;0
5809;19403;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;800.0;3;0.6;4;83137;1975.0;0
5810;12240;2013;0.871232877;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;4909.0;3;0.0;0;59350;1988.0;0
5811;6005;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;610.0;2;0.0;0;68224;1960.0;0
5812;3296;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;400.0;1;0.0;1;12145;1930.0;0
5813;9308;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2284.0;2;0.0;0;78383;1965.1201847262896;0
5814;4837;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;6000.0;2;0.0;0;62193;1980.0;1
5815;18405;2014;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;1;500.0;3;0.3;4;59512;1900.0;0
5816;1182;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;221.0;1;0.0;0;86194;1980.0;0
5817;3768;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;443.0;1;0.0;0;13030;1988.0;0
5818;7667;2015;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1387.0;3;0.0;0;92026;1965.1201847262896;1
5819;16850;2015;0.997260274;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2793.0;2;0.0;1;78646;1970.0;0
5820;1180;2015;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;150.0;1;0.0;0;86194;1980.0;0
5821;8040;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;3;0.0;0;59350;1965.1201847262896;0
5822;7665;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;3394.0;2;0.3;3;31462;2002.0;0
5823;19788;2015;0.095890411;1;V;N;3;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;base;2;1800.0;4;0.0;6;06012;1965.0;0
5824;3088;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;530.0;2;0.0;0;13215;1960.0;0
5825;13173;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;802.0;1;0.0;3;13027;2007.0;0
5826;16255;2016;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;5586.0;4;0.0;5;06027;1978.0;0
5827;13594;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2900.0;2;0.0;0;64024;1988.0;0
5828;13713;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;400.0;4;0.0;0;06067;1980.0;0
5829;13972;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2850.0;2;0.0;0;83098;1960.0;1
5830;13091;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1950.0;1;0.3;5;35288;2007.0;0
5831;3248;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;1790.0;1;0.6;3;13039;1970.0;1
5832;10843;2015;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;513.0;3;0.0;0;33063;1960.0;0
5833;3938;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;990.0;1;0.0;0;46042;1960.0;0
5834;12694;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2170.0;1;0.0;0;84007;1980.0;0
5835;11050;2012;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;835.0;2;0.0;0;38431;1988.0;0
5836;15571;2015;1.0;0;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;base;2;340.0;1;0.6;2;81065;1900.0;0
5837;19041;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;4862.0;1;0.0;7;10387;1988.0;0
5838;7435;2012;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;257.0;2;0.0;0;51454;1960.0;0
5839;16192;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;385.0;2;0.0;4;13206;1930.0;0
5840;10680;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;310.0;2;0.0;0;13201;1965.1201847262896;0
5841;18969;2016;0.99726776;1;V;N;3;O;1;O;N;N;O;O;AUTRE;IDENTIQUE;V;effpi;2;1200.0;4;0.0;6;75118;1830.0;0
5842;11979;2013;0.230136986;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3344.0;2;0.0;0;95219;1960.0;0
5843;18152;2016;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;290.0;1;0.3;3;73116;1960.0;0
5844;15871;2014;1.0;1;V;N;1;O;1;O;N;N;N;O;AUTRE;IDENTIQUE;V;effpi;2;850.0;3;0.3;4;33063;1975.0;0
5845;16305;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;2952.0;1;0.0;3;84089;2010.0;0
5846;9167;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;2;0.0;0;13207;1965.1201847262896;0
5847;19770;2015;0.260273973;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;eff;1;100.0;4;0.0;3;06030;1800.0;0
5848;14757;2012;0.846994536;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;5840.0;3;0.0;0;94046;1988.0;0
5849;610;2015;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;V;base;2;1603.0;4;0.0;0;75108;1965.1201847262896;0
5850;2928;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;320.0;2;0.0;0;31555;1980.0;0
5851;8179;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1680.0;3;0.0;0;2B033;1965.1201847262896;1
5852;6420;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3461.0;2;0.0;0;26362;1988.0;1
5853;9925;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;660.0;2;0.0;0;63113;1988.0;0
5854;16975;2014;1.0;1;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;380.0;4;0.0;4;75118;1950.0;1
5855;3654;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2090.0;3;0.0;0;64483;1965.1201847262896;0
5856;6148;2015;1.0;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;800.0;2;0.6;4;39300;1907.0;0
5857;12631;2016;0.99726776;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;3011.0;1;0.0;0;74012;1988.0;0
5858;16740;2013;0.969863014;0;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1775.0;3;0.0;2;2B042;2010.0;0
5859;18243;2012;0.942622951;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2183.0;3;0.0;2;92051;1990.0;0
5860;13679;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1900.0;2;0.3;2;83123;1990.0;0
5861;9593;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;870.0;2;0.6;4;34003;1989.0;1
5862;14916;2013;1.0;0;N;N;2;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;4350.0;2;0.0;9;13208;1960.0;0
5863;17203;2015;1.0;0;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;960.0;3;0.0;3;92048;1970.0;0
5864;4475;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;7887.0;4;0.0;0;06032;1980.0;1
5865;4502;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;390.0;2;0.0;0;30007;1960.0;0
5866;7336;2012;0.415300546;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;4;0.0;0;75103;1960.0;1
5867;5608;2016;0.99726776;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;950.0;2;0.3;3;30189;1900.0;1
5868;15387;2014;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;450.0;4;0.0;4;06104;1960.0;0
5869;7799;2013;1.0;1;V;N;1;O;1;O;N;O;O;O;AUTRE;IDENTIQUE;V;base;2;406.0;3;0.0;5;92026;1930.0;1
5870;6563;2014;1.0;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1700.0;2;0.0;0;44109;1965.1201847262896;0
5871;14244;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;895.0;2;0.0;4;66136;1950.0;1
5872;1197;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;11848.0;1;0.0;0;86194;1988.0;0
5873;3793;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;900.0;1;0.0;3;15014;1981.0;1
5874;2818;2013;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;600.0;2;0.0;0;29259;1980.0;0
5875;16357;2015;0.517808219;1;V;N;3;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;3362.0;1;0.0;4;91432;2000.0;0
5876;19937;2016;0.573770492;1;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;140.0;3;0.6;3;33063;1950.0;0
5877;18946;2015;1.0;1;V;N;2;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;pi;2;1394.0;2;0.0;4;65388;1980.0;1
5878;10740;2013;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;4000.0;1;0.0;8;43041;1970.0;0
5879;18295;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;effpi;2;660.0;2;0.3;5;13204;1945.0;0
5880;107;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;250.0;4;0.0;0;75104;1960.0;0
5881;28;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;501.0;2;0.0;0;69091;1960.0;0
5882;16261;2015;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;171.0;4;0.0;3;06035;1930.0;0
5883;9658;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;effpi;2;1200.0;2;0.0;3;13207;1950.0;1
5884;2007;2013;0.495890411;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;450.0;1;0.0;0;88492;1960.0;0
5885;5757;2014;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1000.0;2;0.0;0;38559;1980.0;1
5886;13855;2014;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;400.0;2;0.0;0;13202;1960.0;0
5887;7213;2013;0.909589041;1;N;V;V;V;V;V;V;V;V;V;V;V;O;base;2;265.0;4;0.0;0;75112;1960.0;0
5888;11190;2013;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;750.0;2;0.0;0;13201;1960.0;0
5889;6176;2014;0.961643836;1;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1000.0;4;0.0;0;75115;1960.0;0
5890;3760;2015;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;eff;2;800.0;1;0.0;3;13004;1993.0;0
5891;9251;2014;0.687671233;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;500.0;2;0.0;0;59295;1965.1201847262896;0
5892;4846;2013;0.128767123;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;480.0;2;0.0;0;21231;1980.0;0
5893;7524;2012;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;1850.0;2;0.3;4;40065;1996.0;0
5894;17496;2012;1.0;1;V;N;2;O;1;O;N;O;O;N;AUTRE;IDENTIQUE;V;effpi;2;6738.0;2;0.0;4;78423;1960.0;1
5895;5808;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;1918.0;1;0.0;0;42123;1960.0;1
5896;2676;2012;0.196721311;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;634.0;1;0.0;0;61001;1960.0;0
5897;5068;2013;1.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;300.0;3;0.0;0;92025;1960.0;0
5898;18182;2012;0.994535519;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;pi;2;750.0;2;0.0;4;42218;1950.0;0
5899;10826;2013;0.0;1;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;15.0;3;0.0;0;92025;1988.0;0
5900;3135;2012;1.0;0;V;V;V;V;V;V;V;V;V;V;V;V;N;base;2;14200.0;2;0.0;0;14118;1980.0;0
5901;11215;2015;1.0;0;N;V;V;V;V;V;V;V;V;V;V;V;N;base;2;2970.0;1;0.0;0;74293;1988.0;0
5902;16099;2014;1.0;0;V;N;1;O;1;O;N;N;O;N;AUTRE;IDENTIQUE;V;base;2;2785.0;2;0.6;3;69131;2005.0;1
5903;12871;2013;1.0;0;V;N;1;O;1;O;N;N;N;N;AUTRE;IDENTIQUE;V;base;2;2050.0;1;0.0;5;05061;2007.0;0
